"song_name","song_popularity","Duration_ms","Acousticness","Danceability","Energy","Instrumentalness","Key","Liveness","Loudness","Audio_mode","Speechiness","Tempo","Time_signature","Audio_valence","binomial"
"Cocoon",13,254000,0.0778,0.735,0.711,0.00023,10,0.0916,-5.922,1,0.0318,114.041,4,0.795,1
"Coda",51,163713,NA,NA,0.557,0.369,10,0.295,-9.633,1,0.248,124.004,4,0.374,1
"Codeine Dreams",31,197381,0.00148,0.559,0.725,0.92,1,0.0594,-7.664,1,0.0288,139.989,4,0.101,1
"Coffee",62,269693,0.348,0.457,0.455,0.00122,0,0.142,-8.112,1,0.188,100.049,4,0.163,1
"Coffee",49,124483,0.982,0.535,0.106,0.969,9,0.113,-20.159,1,0.0655,119.171,4,0.351,1
"Coffee",46,269693,0.348,0.457,0.455,0.00122,0,0.142,-8.112,1,0.188,100.049,4,NA,1
"Coffee And Unicorns",57,161256,0.844,0.607,NA,0.596,8,0.154,-12.554,1,0.0301,80.977,4,0.24,1
"Cogele el Golpe",33,165772,0.637,0.681,0.81,0.396,11,0.165,-5.688,1,0.104,94.18,4,0.47,1
"Cola",59,223869,0.0245,0.706,0.74,0.512,6,0.135,-7.904,1,0.0325,122.007,3,0.444,1
"Cola",1,215652,0.575,0.766,NA,0.869,NA,0.113,-3.794,0,0.0407,137.998,4,0.578,1
"Cola - Robin Schulz Remix",69,195784,0.106,0.706,0.847,0.0888,NA,0.137,-4.405,0,0.0709,124.906,4,0.592,1
"Cola - Robin Schulz Remix",54,195784,0.106,0.706,NA,0.0888,10,0.137,-4.405,0,0.0709,124.906,4,0.592,1
"Cold as Stone",55,241613,0.586,0.504,0.64,0,7,0.176,-3.977,1,0.0402,129.924,4,0.436,1
"Cold Blooded",55,169183,0.307,0.77,0.688,0.026,5,0.102,-5.547,0,0.0362,114.99,4,0.51,1
"Cold Blooded",55,169183,0.307,0.77,0.688,0.026,5,0.102,-5.547,0,0.0362,114.99,4,0.51,1
"Cold Blooded",48,152240,NA,0.48,0.839,0,10,0.173,-4.084,1,0.313,200.926,4,0.339,1
"Cold Blooded Heart",46,256760,0.485,0.513,0.627,0,1,0.126,-7.637,0,0.026,101.048,4,0.204,1
"cold door handles",48,146666,0.678,0.679,0.284,0.918,11,NA,-12.317,0,0.0399,143.875,4,0.325,1
"Cold Showers",71,239160,0.102,0.624,0.459,NA,8,0.117,-6.035,1,0.0321,119.048,4,0.122,1
"Cold Showers",71,239160,0.102,0.624,0.459,0,8,0.117,-6.035,1,0.0321,NA,4,0.122,1
"Cold Water",73,185360,0.055,0.602,0.797,0,6,0.187,-5.084,0,0.0534,92.928,4,0.492,1
"Cold Water",62,153829,0.835,0.597,0.374,0,9,0.0591,-9.041,1,0.0633,89.903,4,0.341,1
"Cold, Cold Heart - Single Version",39,163053,0.885,0.583,0.232,0,2,0.15,-8.386,1,0.034,113.491,4,0.517,1
"Cold, Cold Heart - Single Version",39,163053,0.885,0.583,0.232,0,2,0.15,-8.386,1,0.034,113.491,4,0.517,1
"Coldhearted",58,211720,0.0106,0.283,0.655,NA,9,0.0787,-5.954,0,0.0699,83.878,4,0.124,1
"Colgando en tus manos (con Marta Sánchez)",73,230280,NA,NA,0.637,0,6,0.129,-4.803,1,0.0367,120.025,4,0.875,1
"Coliseum",49,186611,0.0419,0.796,0.269,0.857,0,0.109,-14.248,1,0.0804,84.543,NA,0.243,1
"Collapse",53,NA,2.02e-05,0.373,0.97,0.668,1,0.446,-4.905,1,0.181,153.786,4,0.277,1
"Collapsing New People",2,255626,0.0315,0.573,NA,NA,7,0.342,NA,0,0.0395,115.63,4,0.557,1
"Collard Greens",75,299960,0.025,0.825,0.575,9.94e-06,11,0.205,-4.87,1,0.0633,153.954,4,0.65,1
"Collide",52,187149,0.617,0.592,0.533,0.0116,4,0.0588,-9.749,1,0.0338,96.365,4,0.206,1
"Collide - Acoustic Version",73,277000,0.827,NA,0.253,2.95e-05,10,0.091,-11.43,1,0.0259,90.184,4,0.294,1
"Cologne",66,251000,0.911,0.27,0.463,0.013,4,0.0835,-13.774,1,0.288,76.221,3,0.0557,1
"Coloring",65,219973,0.497,0.645,0.264,0.064,0,0.113,-10.075,1,0.0266,76.025,4,0.221,1
"Colors",63,176796,0.146,0.8,0.794,0,10,0.128,-5.551,0,0.23,92.05,4,0.438,1
"Colors - 2014 Remastered Version",47,266026,0.0902,0.847,0.92,1.33e-05,10,0.126,-7.261,0,NA,93.532,4,0.519,1
"Come & Go",45,197306,0.000184,0.458,0.936,0.000285,1,0.0915,-3.073,1,0.0611,133.461,4,0.543,1
"Come and Get Your Love - Single Edit",73,205933,0.172,0.731,0.804,0.00028,NA,0.0685,-7.621,0,0.0473,107.383,4,0.957,1
"Come and See Me (feat. Drake)",46,235477,0.0538,0.807,0.346,2.55e-06,2,0.087,-10.275,1,0.0613,84.98,4,0.0608,1
"Come As You Are",77,218920,0.00016,0.5,0.824,0.00161,4,0.0916,-5.846,0,0.0388,120.125,4,0.539,1
"Come As You Are",74,218920,0.000182,0.505,0.825,0.000948,4,0.0855,-5.721,0,0.0401,119.987,4,0.541,1
"Come Back Home",1,204080,0.00102,0.603,NA,0.0207,5,0.575,-5.196,0,0.0539,124.915,4,0.454,1
"Come Back To Me",41,185609,0.103,0.409,0.809,0.00251,9,0.193,-2.374,1,0.0357,84.991,4,0.398,1
"Come Clean",58,151394,0.0558,0.525,0.416,0.0978,10,0.0918,-12.211,0,0.0505,80.449,4,0.554,1
"Come Closer",67,211293,0.127,0.825,0.453,3.82e-06,4,0.0838,-7.429,0,0.227,99.974,4,0.496,1
"Come Closer",67,211293,0.127,0.825,0.453,3.82e-06,4,0.0838,-7.429,0,0.227,99.974,4,0.496,1
"Come Fly With Me",7,180413,0.559,0.826,0.624,0,11,0.083,-6.698,1,0.0447,142.027,4,0.886,1
"Come Go With Me",43,160467,1.784,0.66,0.511,0,5,0.117,-10.016,0,0.047,127.603,4,0.545,1
"Come Home",60,290767,0.32,0.714,0.57,0.48,8,0.273,-6.287,0,0.0233,95.015,4,0.379,1
"Come Into My Life (Radio Mix) - Radio Mix",46,228480,0.179,0.476,0.845,0.373,8,0.0441,-5.574,0,0.0451,94.491,4,0.818,1
"Come On Eileen",72,287306,0.648,0.45,0.658,3.14e-06,2,0.264,-7.064,1,0.0472,106.799,4,0.781,1
"Come On Eileen",72,287306,0.648,0.45,0.658,3.14e-06,2,0.264,-7.064,1,0.0472,106.799,4,0.781,1
"Come On Eileen",72,287306,0.648,0.45,0.658,3.14e-06,2,0.264,-7.064,1,0.0472,106.799,NA,0.781,1
"Come On Eileen",32,205933,0.197,0.41,0.874,0,0,0.0843,-4.286,1,0.0907,107.08,4,0.824,1
"Come On Get Higher",73,215173,0.241,0.672,0.623,0,9,NA,-5.699,1,0.0297,92.018,4,0.617,1
"Come On In (You Did The Best You Could Do)",36,177733,0.181,NA,0.639,0.000621,7,0.0799,-13.579,1,0.0413,94.661,4,0.928,1
"Come On! Come On!/ Bodo! Bodo! - Live",15,247280,0.913,0.64,0.429,0,4,0.0934,-11.522,0,0.0485,88.391,4,0.802,1
"Come Over",65,321853,0.0968,0.529,0.598,0.171,8,0.189,-7.951,1,0.187,92.01,4,0.691,1
"Come Pick Me Up",58,318333,0.0702,0.594,0.262,NA,10,0.256,-10.573,1,0.0341,123.518,4,0.216,1
"Come Sail Away",59,365000,0.16,0.287,0.562,0,0,0.103,-7.549,1,0.0304,147.622,4,0.126,1
"Come Sail Away",35,NA,0.632,0.376,0.521,NA,0,0.215,-7.673,1,0.042,122.817,3,0.19,1
"Come See About Me",48,162760,0.658,0.739,0.626,0,7,0.14,-7.666,1,0.0389,126.388,4,0.812,1
"Come See About Me - Stereo Version",26,162306,0.675,0.729,NA,NA,7,0.217,-7.732,1,0.039,126.489,4,0.856,1
"Come Softly To Me",52,144933,0.93,0.601,0.095,0.000285,1,0.116,NA,1,0.0374,122.975,4,NA,1
"Come Through",58,265160,0.18,0.489,0.829,0,9,0.538,-8.069,0,NA,139.58,4,0.694,1
"Come Through",58,265160,0.18,0.489,0.829,0,9,0.538,-8.069,0,0.478,139.58,4,0.694,1
"Come Thru",60,165935,0.0234,0.555,0.425,NA,1,0.113,-10.863,1,0.307,127.759,4,0.179,1
"Come To Mama",16,254773,0.0165,0.234,0.866,NA,0,NA,-5.804,1,0.227,179.906,3,0.536,1
"Come Together",69,193714,0.00257,0.447,0.788,1.68e-05,2,0.0744,-4.994,0,0.0464,80.04,4,0.505,1
"Come Together",54,166232,0.0702,0.69,0.461,2.54e-06,9,0.0947,-6.658,1,0.0667,96.996,4,0.387,1
"Come Together - Remastered",38,259946,0.0302,0.533,0.376,0.248,9,0.0926,-11.913,0,0.0393,165.007,4,0.187,1
"Come Together - Remastered 2009",79,259946,0.0302,0.533,0.376,0.248,9,NA,-11.913,0,0.0393,165.007,4,0.187,1
"Come Up",61,228750,NA,NA,0.579,1.23e-05,8,0.11,-7.804,0,0.262,128.018,4,0.417,1
"Come Up In A Minute",33,215068,0.0941,0.86,0.705,0,8,0.294,-7.413,0,0.16,109.985,4,0.352,1
"Come With Me",47,157461,0.0526,0.659,0.734,2.48e-06,10,0.242,-4.008,1,NA,161.971,4,0.346,1
"Come with Me Now",71,211960,0.0311,0.654,0.726,6.35e-05,NA,0.0618,-3.803,0,0.0401,103.987,4,0.728,1
"Come with Me Now",71,211960,0.0311,0.654,0.726,6.35e-05,10,0.0618,-3.803,0,0.0401,103.987,4,0.728,1
"comethru",77,181520,0.603,NA,0.175,0,0,0.625,-12.603,1,0.0594,93.994,NA,0.633,1
"comethru",77,181520,0.603,0.798,0.175,0,0,0.625,-12.603,1,0.0594,93.994,4,0.633,1
"comethru",77,181520,NA,0.798,0.175,0,0,0.625,-12.603,1,0.0594,93.994,4,0.633,1
"comethru",77,NA,0.603,0.798,0.175,0,0,0.625,-12.603,1,0.0594,93.994,4,0.633,1
"Comfortably Numb",75,382296,0.15,0.472,0.366,0.308,11,0.0837,NA,0,0.0286,127.167,4,0.171,1
"Coming Back to You",51,186040,0.423,0.683,0.787,0,9,0.0864,-4.099,1,0.0291,96.997,4,0.502,1
"Common Man",60,133477,NA,0.388,0.59,0,6,0.25,-7.173,1,0.0565,155.208,4,0.747,1
"Common People",69,NA,0.00562,0.323,0.803,5.9e-05,0,0.073,-9.034,1,0.0408,144.271,4,0.54,1
"Commotion",34,115653,0.573,0.848,0.622,0.000666,6,NA,-5.203,1,0.273,129.935,4,0.591,1
"Como",38,234373,0.00323,0.543,0.847,0,9,0.0551,-3.574,1,0.0659,92.046,4,NA,1
"Como deseo ser tu amor",44,190956,0.0045,0.64,0.48,2.42e-05,9,0.279,-8.326,0,0.049,91.997,4,0.569,1
"Como Deseo Ser Tu Amor",0,227160,0.372,0.511,NA,0.000262,NA,0.151,-10.254,1,0.0366,NA,4,0.459,1
"Como El",41,160573,0.592,0.686,0.495,0.0277,4,NA,-8.054,0,0.0443,152.595,4,0.97,1
"Como Fue (feat. Beny Moré & The Charlie Sepulveda Big Band)",0,177560,0.465,0.486,NA,0.00203,5,0.707,-7.694,1,0.0283,97.19,4,0.296,1
"Como Fue (feat. Bobby Carcassés)",43,417302,0.795,0.446,NA,0.000709,10,0.722,-8.009,1,0.049,81.5,4,0.591,1
"Como La Flor",66,NA,0.179,0.632,0.738,6.11e-06,10,0.375,-7.708,1,0.0405,91.167,4,0.883,1
"Como La Flor",42,184066,0.137,0.593,0.484,0.000305,10,0.3,-9.971,1,0.0301,181.979,4,0.866,1
"Como Si Na",54,170997,0.232,NA,0.778,0,9,0.244,-4.101,0,0.177,NA,4,0.709,1
"Como Soy",68,312232,0.0732,0.825,0.752,0,9,0.106,-6.826,0,0.0537,113.95,4,0.391,1
"Como Te Extrano",50,230896,-0.788,0.625,0.44,0,6,0.215,-12.07,1,0.0535,179.886,4,0.733,1
"Company",47,265144,0.63,0.903,0.378,0,NA,0.101,-7.05,0,0.0761,119.994,4,0.867,1
"Company (feat. Molly Hammar)",50,193333,0.914,0.48,0.162,0,8,0.123,-10.238,1,0.0542,75.301,4,0.0949,1
"Complicación",26,200840,0.654,0.719,0.715,0.00504,7,0.251,-9.358,0,0.0532,95.167,4,0.961,1
"Complicated",77,244506,0.0572,0.585,0.776,7.74e-06,5,0.3,-5.898,1,0.0459,77.987,4,0.427,1
"Complicated",73,189000,NA,0.657,0.355,0.000427,7,NA,-12.044,1,0.0714,74.99,4,0.0808,1
"Complicated Love",54,160587,0.00507,0.787,0.777,2.97e-06,7,0.0628,-5.057,0,0.0474,104.934,4,0.502,1
"Complication",34,142613,0.484,0.476,0.731,NA,0,0.129,-7.658,1,0.148,126.8,4,0.613,1
"Con Alma",45,305066,0.822,0.718,0.332,0.892,10,0.158,-13.213,0,0.0331,113.813,4,0.701,1
"Con la Careta de Chuky",38,184615,0.303,0.952,0.685,0.0168,2,0.136,-7.38,0,0.116,117.021,4,0.675,1
"Con los Pies Sobre la Tierra",34,146866,0.891,NA,0.309,1.97e-05,2,0.0952,NA,1,0.0354,103.883,NA,0.445,1
"Con Silenciador",70,174827,0.509,0.96,0.82,1.73e-05,1,0.123,-3.13,1,0.219,116.048,4,0.363,1
"Con un Nudo en la Garganta",32,223506,0.0651,0.647,0.714,8.54e-06,7,0.338,-8.652,1,0.0371,159.54,NA,0.84,1
"Concha Nacar-Limosna",38,179560,0.977,0.432,0.108,0.00299,NA,0.108,-18.701,1,0.0465,91.311,4,0.157,1
"Conciencia",49,331773,0.548,0.578,0.774,4.79e-06,10,0.198,NA,1,0.0416,176.78,4,0.915,1
"Concrete Jungle - Acoustic",26,160345,0.761,0.589,0.467,0,6,0.0847,-8.179,1,0.031,165.908,4,0.571,1
"Concrete Jungle - Acoustic",26,160345,0.761,0.589,0.467,0,6,0.0847,-8.179,1,0.031,165.908,4,0.571,1
"Condemned to Be Freaky",47,181169,0.0992,NA,0.514,0.509,9,0.116,-8.471,1,NA,96.986,4,0.415,1
"Coney Island",51,163840,0.393,0.619,0.741,0,5,0.079,-7.186,1,0.0444,99.475,4,0.923,1
"Confession",37,212703,0.242,0.883,0.523,4.84e-05,7,0.167,-5.954,1,0.0852,105.031,4,0.732,1
"Confessions",58,260666,0.178,0.83,0.417,0,8,0.0858,-7.559,1,0.0423,115.985,4,0.559,1
"Confident",75,205745,0.00182,0.606,0.763,0.000159,10,0.116,-6.197,0,0.0669,130.018,4,0.309,1
"Confused (feat. Future)",49,239072,0.378,0.78,0.619,0,7,0.253,-6.071,0,0.0698,146.283,4,0.588,1
"Conga",59,252933,0.141,0.782,0.874,0.0584,2,0.112,-7.157,1,0.0474,123.179,4,0.859,1
"Congadanza",33,549366,0.803,0.398,NA,0.919,2,0.0819,-10.523,0,0.0568,81.696,4,0.578,1
"Connection",83,148459,0.000837,0.611,0.602,0,5,0.112,-4.89,1,0.0437,168.154,4,0.624,1
"Connection",83,148459,0.000837,0.611,0.602,0,5,0.112,-4.89,1,0.0437,168.154,4,0.624,1
"Connection",83,148459,NA,0.611,0.602,0,5,0.112,-4.89,1,0.0437,168.154,4,0.624,1
"Conozco La Verdad",40,169693,0.902,0.722,0.191,0.00666,NA,0.304,-11.21,1,0.0465,108.331,4,0.767,1
"Conquerors (Part Two)",54,189230,9.53e-05,0.624,0.91,0.41,1,0.314,-5.197,1,0.0743,130.018,4,0.129,1
"Consequences - orchestra",79,181913,0.645,0.547,NA,0,0,0.148,-8.131,1,0.0348,104.851,3,0.213,1
"Consequences - orchestra",79,181913,0.645,0.547,0.289,0,0,0.148,-8.131,1,0.0348,104.851,3,0.213,1
"Consequences - orchestra",79,181913,0.645,0.547,0.289,0,0,NA,-8.131,1,0.0348,104.851,3,0.213,1
"Consequences - orchestra",79,181913,0.645,0.547,0.289,0,0,0.148,-8.131,1,NA,104.851,3,0.213,1
"Consequences - orchestra",79,181913,0.645,NA,0.289,0,0,0.148,-8.131,1,0.0348,104.851,3,0.213,1
"Consequences - orchestra",79,181913,0.645,0.547,0.289,0,0,0.148,-8.131,1,0.0348,104.851,3,0.213,1
"Consonance",7,120201,0.966,0.443,0.217,0.89,5,0.107,-17.87,1,0.032,83.245,4,0.542,1
"Contemplating No Thing",63,128250,0.996,0.423,0.00107,0.968,NA,0.112,-35.389,1,0.0626,62.528,4,0.634,1
"Contigo En La Distancia",57,211666,0.175,0.269,0.522,0,7,0.961,-10.01,1,0.0418,71.179,4,0.152,1
"Continue",33,173792,0.68,0.719,0.538,0,4,0.691,-11.858,0,0.591,91.834,4,0.423,1
"Contrabando ( Contraband )",47,303373,0.287,0.595,0.473,0.000235,11,0.201,-10.624,0,0.0345,147.204,4,0.666,1
"Contrabando Y Traicion",44,212662,0.775,0.807,0.401,0,8,0.0994,-10.653,1,0.0521,117.409,4,0.696,1
"Contract (feat. Iamsu)",53,NA,0.00357,0.512,0.789,0,10,0.261,-7.617,0,0.388,98.006,4,0.687,1
"Controlar",45,NA,0.297,0.645,0.317,0.511,6,0.161,-11.372,0,0.103,NA,4,0.0767,1
"Controlla",24,140538,0.0256,0.753,0.612,0.000899,2,0.0707,-10.817,1,0.0631,NA,4,0.241,1
"Conversations with my Wife",32,206210,0.0175,0.341,0.513,3.85e-05,6,0.652,-6.932,1,0.0329,65.905,4,0.336,1
"Coogi Sweater Nostalgia",24,251009,0.303,NA,0.524,5.04e-05,11,0.138,-7.078,0,0.187,109.027,4,0.546,1
"Cooks",67,174105,0.446,0.363,0.579,0.0127,7,0.264,-10.533,1,0.0986,78.032,4,0.719,1
"Cool (feat. Marc E. Bassy, Gucci Mane)",48,190616,0.0634,0.631,0.746,0,2,0.0866,-5.49,1,0.147,94.988,4,0.321,1
"Cool Again",61,191935,0.443,0.774,0.45,3.28e-05,11,0.127,-6.86,1,0.0896,90.055,4,0.648,1
"Cool Again",61,191935,0.443,0.774,0.45,3.28e-05,11,0.127,-6.86,1,0.0896,90.055,4,0.648,1
"Cool Again",61,191935,0.443,0.774,0.45,3.28e-05,11,NA,-6.86,1,0.0896,90.055,4,0.648,1
"Cool for the Summer",42,214746,0.00539,NA,0.606,0.000118,5,0.096,-5.575,0,0.037,114.088,4,0.257,1
"Cool Kids",72,237626,0.0372,0.719,0.671,8.21e-06,8,0.12,-6.279,1,0.0336,130.027,4,0.786,1
"Cool Water",27,129133,0.848,0.414,0.215,0,0,0.151,-15.608,1,0.0314,128.099,4,0.326,1
"Cops Shot The Kid",64,167907,0.0264,0.442,0.71,0,7,0.618,-5.142,1,0.684,205.116,4,NA,1
"Coração Vagabundo",7,143426,0.785,0.577,0.312,0.0976,0,0.138,-13.453,0,0.0448,80.698,1,0.372,1
"Corazón",55,227014,0.187,0.761,0.784,3.47e-05,3,0.104,-5.974,0,0.0752,100.036,4,0.342,1
"Corazón Con Candado",37,262653,0.55,0.788,0.91,2.27e-05,0,0.25,-2.632,0,0.0274,130.069,4,0.894,1
"Corazón de Poeta",56,273133,0.549,0.692,0.526,0.00726,6,0.144,-11.729,0,0.0284,115.29,4,0.673,1
"Corazón mágico",56,198000,0.243,0.639,0.36,1.35e-06,4,0.048,-12.725,1,0.03,114.004,4,0.559,1
"Corazón partio",74,343413,0.199,0.648,0.846,4.23e-06,0,0.0803,-6.731,1,0.0424,160.075,4,0.815,1
"Corazón partio",74,343413,0.199,0.648,0.846,4.23e-06,0,0.0803,-6.731,1,0.0424,160.075,4,0.815,1
"Corazón Valiente",30,260946,0.00406,0.614,0.843,0.00105,9,0.112,-4.886,0,0.0534,152.898,NA,0.423,1
"Corazon Culpable",50,361093,0.34,0.717,0.5,2.04e-06,4,0.0241,-9.848,0,0.0506,80.869,4,0.87,1
"Corona",53,NA,6.59e-05,0.47,0.913,0.267,NA,0.222,-10.196,1,0.0343,130.425,4,0.977,1
"Corona And Lime",56,236000,0.168,0.863,0.755,1.27e-06,7,0.147,-4.847,1,0.0904,100.005,4,0.883,1
"Corpo Sensual",54,170649,0.119,0.717,0.918,0,0,0.0751,NA,1,0.0482,153.983,4,0.962,1
"Corpses In Their Mouths",49,249266,0.00557,0.779,0.529,0.0943,10,0.11,-12.243,0,0.0382,108.804,4,0.917,1
"Corrido De Chito Cano",48,200173,0.646,NA,0.273,1.16e-06,8,0.0401,-13.439,1,0.0615,176.192,3,0.926,1
"Corrido De Olegario",52,166034,0.755,0.429,0.572,NA,8,0.08,NA,1,0.0429,190.8,3,0.896,1
"Cosa Nuestra de Barrio",39,232318,0.00714,0.823,0.814,0,10,0.0681,-6.568,0,0.0993,104.063,4,0.906,1
"Cosmic Awareness",56,268926,0.829,0.566,0.139,0.937,0,0.112,-22.174,0,0.0371,141.963,4,0.295,1
"Cosmic Dancer",5,270146,0.078,0.374,0.505,0.00598,0,0.109,-17.273,1,0.0521,154.88,4,0.683,1
"Costume Party",51,176354,0.281,0.384,0.545,0,3,0.149,-7.188,1,0.0351,168.106,4,0.179,1
"Cotton Eye Joe",70,193133,0.012,0.727,NA,0.0124,9,0.0561,-8.092,0,0.0519,131.994,NA,0.57,1
"Cotton Eye Joe",59,193826,0.0124,0.738,0.937,0.00206,9,0.0338,-7.788,0,0.0668,131.994,4,0.614,1
"Cotton Eyed Joe - Single Version",19,157373,0.979,0.702,0.292,0.269,7,0.29,-11.183,1,0.0482,112.171,4,0.923,1
"Cough Syrup",71,249520,0.0343,0.534,0.721,6.24e-06,11,0.115,-7.307,0,0.0417,128.978,3,NA,1
"Could Be Love",67,163761,0.0303,0.775,0.875,0,4,0.312,-4.593,1,0.042,120.989,4,0.501,1
"Could Have Been Me",6,187653,0.0104,0.508,0.823,0.000226,6,0.281,NA,0,0.0662,160.067,4,0.458,1
"Could I Have This Kiss Forever",47,235106,0.00633,0.511,0.89,NA,10,0.147,-6.039,0,0.0764,93.936,4,NA,1
"Could've Been (feat. Bryson Tiller)",79,248466,0.64,0.545,0.33,7e-06,1,0.22,-11.719,0,0.164,103.553,4,0.399,1
"Could've Been (feat. Bryson Tiller)",79,248466,0.64,0.545,0.33,7e-06,1,0.22,-11.719,0,0.164,103.553,4,0.399,1
"Council Flat",60,175500,0.551,0.619,0.547,0,11,0.0801,-8.524,0,0.376,159.92,4,0.631,1
"Counting Blue Cars (Tell Me Your Thoughts On God)",60,NA,0.0105,0.461,0.802,2.18e-05,2,0.253,-4.279,1,0.029,100.179,4,0.384,1
"Country Grammar (Hot Shit)",69,287000,0.00802,0.872,0.673,0,2,0.155,-6.879,1,NA,162.781,4,0.527,1
"Country Is",33,131400,0.805,0.508,NA,0.000112,0,0.085,-7.156,1,0.0288,146.144,4,0.941,1
"Coupe",45,253790,0.107,NA,0.564,NA,8,0.141,-5.284,1,0.0964,123.994,4,0.499,1
"Courage For Love",26,154853,0.000742,0.273,NA,0.0047,11,0.35,-4.345,0,0.0581,NA,4,0.709,1
"Courtside",61,186666,0.585,0.668,0.524,0.397,1,0.252,NA,0,0.0391,139.901,NA,0.621,1
"Cowboy",62,188218,NA,0.641,0.841,0,4,0.248,-3.916,0,0.115,76.957,4,0.523,1
"Cowboy",62,188218,0.339,0.641,0.841,0,4,0.248,-3.916,0,0.115,76.957,NA,0.523,1
"Cowboy Take Me Away",66,287266,0.365,0.467,0.622,0.00527,6,0.0982,-7.255,1,0.031,164.418,4,0.455,1
"CPR",73,203142,0.626,0.673,0.389,8.47e-05,7,0.0987,-12.165,0,0.165,140.078,4,0.191,1
"CPR",73,NA,0.626,0.673,0.389,8.47e-05,7,0.0987,-12.165,0,0.165,140.078,4,0.191,1
"CPR",73,203142,0.626,0.673,0.389,8.47e-05,7,0.0987,-12.165,0,0.165,140.078,4,0.191,1
"Crash",56,202000,0.022,0.669,0.877,0.00043,9,0.115,-4.243,0,0.034,94.979,4,0.866,1
"Crash",52,152200,0.0809,0.369,0.54,0.000149,11,0.76,-11.147,1,0.0321,170.004,4,0.915,1
"Crash",39,202000,0.0264,0.672,0.877,0.000337,9,0.105,-4.196,0,0.0342,94.964,4,0.816,1
"Crash into Me",68,NA,0.122,0.541,NA,0.0191,4,NA,-10.764,1,0.0373,101.1,4,0.555,1
"Crash into Me",68,316466,0.122,0.541,0.677,0.0191,4,0.0938,-10.764,1,0.0373,101.1,4,0.555,1
"Crash into Me",61,316333,0.218,0.529,0.654,0.00233,4,0.102,-10.04,1,0.0367,101.258,4,0.485,1
"Craters",51,250427,0.628,0.708,0.225,0.00471,5,0.131,-16.759,0,0.263,92.876,4,0.238,1
"Crawling In The Dark",61,175026,0.000295,0.592,0.932,7.59e-05,6,0.138,-4.491,0,0.0885,93.675,4,0.698,1
"Crawling In The Dark",59,176093,0.000263,0.465,0.924,5.9e-05,6,0.0605,-4.594,0,0.12,187.073,4,0.69,1
"Crazy",69,180786,0.0259,0.864,0.474,0.0487,0,0.0906,-8.41,0,0.0367,111.952,4,0.602,1
"Crazy",60,172309,0.0508,0.709,0.922,0,10,0.52,-3.656,1,0.221,122.83,4,NA,1
"Crazy",3,NA,NA,0.277,NA,0,4,0.354,-3.408,0,0.115,95.044,4,0.351,1
"Crazy - Radio 1 Live Lounge Session",54,203853,0.889,0.693,0.26,1.33e-05,10,0.212,-11.305,0,0.0486,103.137,4,0.292,1
"Crazy Arms",40,152906,0.666,0.506,0.42,0,5,0.204,-9.785,1,0.0334,116.76,4,0.761,1
"Crazy for This Girl",56,202026,NA,0.457,0.926,5.69e-05,0,0.0949,-5.461,1,0.038,93.964,4,0.41,1
"Crazy For Your Love",29,205733,0.434,0.794,NA,7.76e-06,8,0.218,-17.335,1,NA,110.912,4,0.741,1
"Crazy In Love",79,236133,0.00249,0.646,NA,0,2,0.0715,-6.596,0,NA,99.165,4,0.681,1
"Crazy In Love",79,236133,0.00249,0.646,0.77,0,2,0.0715,-6.596,0,0.226,99.165,4,0.681,1
"Crazy In Love",79,236133,0.00249,0.646,0.77,0,2,0.0715,-6.596,0,0.226,99.165,4,0.681,1
"Crazy in Love",65,249106,0.000553,0.646,0.72,7.61e-06,7,0.0556,-7.063,1,0.206,99.259,4,0.64,1
"Crazy in Love",65,249106,0.000553,0.646,0.72,7.61e-06,7,0.0556,-7.063,1,0.206,99.259,4,0.64,1
"Crazy in Love",65,227500,0.868,0.606,0.326,0,NA,0.12,-9.401,1,0.119,78.906,4,0.489,1
"Crazy Love",54,155453,0.841,0.575,0.188,4.37e-05,9,0.228,-18.758,1,NA,77.464,4,0.334,1
"Crazy Shit (feat. Lil Xan)",52,133880,0.0842,0.927,0.789,0,8,NA,-4.762,1,0.163,143.029,NA,0.965,1
"Crazy Train - Remastered",75,296200,0.361,0.453,0.906,0.000569,9,0.26,-4.001,1,0.115,137.575,4,0.473,1
"Crazy Train - Remastered",75,296200,0.361,0.453,0.906,0.000569,9,0.26,-4.001,1,0.115,137.575,4,0.473,1
"Crazy4luvinU",46,240000,0.0306,0.703,0.511,0.478,11,0.129,-13.04,0,0.0469,100,4,0.46,1
"CRB Check (feat. Not3s)",68,183995,0.143,0.761,0.827,0,1,0.116,-3.146,1,0.284,105.021,4,0.962,1
"Creature",57,187682,0.00944,0.593,0.886,0.000679,11,0.141,-2.54,0,0.0648,81.988,4,0.605,1
"Creature Kind",55,237666,NA,0.748,0.666,0.000653,6,0.0976,-6.094,0,0.0833,114.982,4,0.359,1
"Creep",82,238640,0.0102,0.515,0.43,0.000141,7,0.129,-9.935,1,0.0369,91.841,4,0.104,1
"Creep On Me",84,194777,0.347,0.449,0.597,1.03e-05,9,0.197,-4.401,0,0.14,134.598,NA,0.505,1
"Creep On Me",84,194777,0.347,0.449,0.597,1.03e-05,9,0.197,-4.401,0,0.14,NA,5,0.505,1
"Creep On Me",84,194777,0.347,NA,0.597,1.03e-05,9,0.197,-4.401,0,0.14,134.598,5,0.505,1
"Creep On Me",84,194777,0.347,0.449,0.597,1.03e-05,9,0.197,-4.401,0,0.14,134.598,5,0.505,1
